state,district,year,week_number,bottleneck_label,rationale,current_bio_updates,current_demo_updates,update_backlog,completion_rate,shap_explanation,top_feature
Jammu and Kashmir,Jammu,2026,1,ANOMALY_DETECTED,Isolation Forest score: -0.040,214,-1,-215,-214.0,Feature importance analysis pending,N/A
Jammu and Kashmir,Kargil,2026,1,NORMAL,No bottleneck indicators detected,10,-1,-11,-10.0,Feature importance analysis pending,N/A
Jammu and Kashmir,Kathua,2026,1,ANOMALY_DETECTED,Isolation Forest score: -0.032,145,-1,-146,-145.0,Feature importance analysis pending,N/A
Jammu and Kashmir,Kishtwar,2026,1,NORMAL,No bottleneck indicators detected,89,0,-89,,Feature importance analysis pending,N/A
Jammu and Kashmir,Kulgam,2026,1,NORMAL,No bottleneck indicators detected,152,0,-152,,Feature importance analysis pending,N/A
Jammu and Kashmir,Kupwara,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (6.09),195,32,-163,6.09375,Feature importance analysis pending,N/A
Jammu and Kashmir,Leh,2026,1,NORMAL,No bottleneck indicators detected,10,-1,-11,-10.0,Feature importance analysis pending,N/A
Jammu and Kashmir,Poonch,2025,52,NORMAL,No bottleneck indicators detected,-1,0,1,,Feature importance analysis pending,N/A
Jammu and Kashmir,Pulwama,2026,1,NORMAL,No bottleneck indicators detected,110,-1,-111,-110.0,Feature importance analysis pending,N/A
Jammu and Kashmir,Punch,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (9.50),190,20,-170,9.5,Feature importance analysis pending,N/A
Jammu and Kashmir,Rajouri,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (10.82),184,17,-167,10.823529411764708,Feature importance analysis pending,N/A
Jammu and Kashmir,Ramban,2026,1,NORMAL,No bottleneck indicators detected,63,-1,-64,-63.0,Feature importance analysis pending,N/A
Jammu and Kashmir,Reasi,2026,1,NORMAL,No bottleneck indicators detected,52,0,-52,,Feature importance analysis pending,N/A
Jammu and Kashmir,Samba,2026,1,NORMAL,No bottleneck indicators detected,37,0,-37,,Feature importance analysis pending,N/A
Jammu and Kashmir,Shupiyan,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (2.39),43,18,-25,2.388888888888889,Feature importance analysis pending,N/A
Jammu and Kashmir,Srinagar,2026,1,ANOMALY_DETECTED,Isolation Forest score: -0.044,300,-1,-301,-300.0,Feature importance analysis pending,N/A
Jammu and Kashmir,Udhampur,2026,1,ANOMALY_DETECTED,Isolation Forest score: -0.001,122,-1,-123,-122.0,Feature importance analysis pending,N/A
Jammu and Kashmir,punch,2025,47,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Jammu and Kashmir,udhampur,2025,38,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Jharkhand,Bokaro,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (9.91),228,23,-205,9.91304347826087,Feature importance analysis pending,N/A
Jharkhand,Chatra,2026,1,CAPACITY_STRAIN,High child saturation (0.64); Bio updates declining week-over-week,93,-1,-94,-93.0,Feature importance analysis pending,N/A
Jharkhand,Deoghar,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (4.28),154,36,-118,4.277777777777778,Feature importance analysis pending,N/A
Jharkhand,Dhanbad,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (7.00),210,30,-180,7.0,Feature importance analysis pending,N/A
Jharkhand,Dumka,2026,1,CAPACITY_STRAIN,High child saturation (0.74); Bio updates declining week-over-week,113,-1,-114,-113.0,Feature importance analysis pending,N/A
Jharkhand,East Singhbhum,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (11.72),211,18,-193,11.72222222222222,Feature importance analysis pending,N/A
Jharkhand,East Singhbum,2025,27,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Jharkhand,Garhwa,2026,1,NORMAL,No bottleneck indicators detected,182,0,-182,,Feature importance analysis pending,N/A
Jharkhand,Giridih,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (2.63),221,84,-137,2.630952380952381,Feature importance analysis pending,N/A
Jharkhand,Godda,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (13.42),161,12,-149,13.416666666666666,Feature importance analysis pending,N/A
Jharkhand,Gumla,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (17.71),248,14,-234,17.714285714285715,Feature importance analysis pending,N/A
Jharkhand,Hazaribag,2026,1,NORMAL,No bottleneck indicators detected,-1,-1,0,1.0,Feature importance analysis pending,N/A
Jharkhand,Hazaribagh,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (10.83),195,18,-177,10.833333333333334,Feature importance analysis pending,N/A
Jharkhand,Jamtara,2026,1,NORMAL,No bottleneck indicators detected,92,-1,-93,-92.0,Feature importance analysis pending,N/A
Jharkhand,Khunti,2026,1,CAPACITY_STRAIN,High child saturation (0.55); Bio updates declining week-over-week,87,-1,-88,-87.0,Feature importance analysis pending,N/A
Jharkhand,Kodarma,2026,1,CAPACITY_STRAIN,High child saturation (1.00); Bio updates declining week-over-week,-1,-1,0,1.0,Feature importance analysis pending,N/A
Jharkhand,Koderma,2026,1,CAPACITY_STRAIN,High child saturation (0.51); Bio updates declining week-over-week,90,-1,-91,-90.0,Feature importance analysis pending,N/A
Jharkhand,Latehar,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (3.50),77,22,-55,3.5,Feature importance analysis pending,N/A
Jharkhand,Lohardaga,2026,1,NORMAL,No bottleneck indicators detected,87,-1,-88,-87.0,Feature importance analysis pending,N/A
Jharkhand,Pakaur,2026,1,CAPACITY_STRAIN,High child saturation (1.00); Bio updates declining week-over-week,-1,0,1,,Feature importance analysis pending,N/A
Jharkhand,Pakur,2026,1,NORMAL,No bottleneck indicators detected,80,0,-80,,Feature importance analysis pending,N/A
Jharkhand,Palamau,2026,1,NORMAL,No bottleneck indicators detected,-1,-1,0,1.0,Feature importance analysis pending,N/A
Jharkhand,Palamu,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (5.35),262,49,-213,5.346938775510204,Feature importance analysis pending,N/A
Jharkhand,Pashchimi Singhbhum,2026,1,CAPACITY_STRAIN,High child saturation (0.77); Bio updates declining week-over-week,16,-1,-17,-16.0,Feature importance analysis pending,N/A
Jharkhand,Purbi Singhbhum,2026,1,NORMAL,No bottleneck indicators detected,-1,0,1,,Feature importance analysis pending,N/A
Jharkhand,Ramgarh,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (6.09),67,11,-56,6.090909090909091,Feature importance analysis pending,N/A
Jharkhand,Ranchi,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (10.06),312,31,-281,10.064516129032258,Feature importance analysis pending,N/A
Jharkhand,Sahebganj,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (13.64),150,11,-139,13.636363636363637,Feature importance analysis pending,N/A
Jharkhand,Sahibganj,2026,1,NORMAL,No bottleneck indicators detected,-1,0,1,,Feature importance analysis pending,N/A
Jharkhand,Seraikela-Kharsawan,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (7.62),122,16,-106,7.625,Feature importance analysis pending,N/A
Jharkhand,Seraikela-kharsawan,2026,1,CAPACITY_STRAIN,High child saturation (0.57); Bio updates declining week-over-week,14,0,-14,,Feature importance analysis pending,N/A
Jharkhand,Simdega,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (8.21),115,14,-101,8.214285714285714,Feature importance analysis pending,N/A
Jharkhand,West Singhbhum,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (5.81),180,31,-149,5.806451612903226,Feature importance analysis pending,N/A
Karnataka,Bagalkot,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (12.00),216,18,-198,12.0,Feature importance analysis pending,N/A
Karnataka,Ballari,2026,1,ANOMALY_DETECTED,Isolation Forest score: -0.022,149,-1,-150,-149.0,Feature importance analysis pending,N/A
Karnataka,Bangalore,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (22.23),289,13,-276,22.23076923076923,Feature importance analysis pending,N/A
Karnataka,Belagavi,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (25.24),631,25,-606,25.24,Feature importance analysis pending,N/A
Karnataka,Belgaum,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (29.95),569,19,-550,29.94736842105263,Feature importance analysis pending,N/A
Karnataka,Bellary,2026,1,ANOMALY_DETECTED,Isolation Forest score: -0.022,149,-1,-150,-149.0,Feature importance analysis pending,N/A
Karnataka,Bengaluru,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (31.46),1510,48,-1462,31.45833333333333,Feature importance analysis pending,N/A
Karnataka,Bengaluru Rural,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (13.58),163,12,-151,13.583333333333334,Feature importance analysis pending,N/A
Karnataka,Bengaluru South,2026,1,DEMOGRAPHIC_SURGE,Bio updates 50%+ above 4-week average; Completion rate healthy (1.00),-1,-1,0,1.0,Feature importance analysis pending,N/A
Karnataka,Bengaluru Urban,2025,27,ANOMALY_DETECTED,Isolation Forest score: -0.048,0,0,0,,Feature importance analysis pending,N/A
Karnataka,Bidar,2026,1,ANOMALY_DETECTED,Isolation Forest score: -0.047,311,-1,-312,-311.0,Feature importance analysis pending,N/A
Karnataka,Bijapur,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (17.20),172,10,-162,17.2,Feature importance analysis pending,N/A
Karnataka,Bijapur(KAR),2025,52,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Karnataka,Chamarajanagar,2026,1,NORMAL,No bottleneck indicators detected,-1,-1,0,1.0,Feature importance analysis pending,N/A
Karnataka,Chamrajanagar,2026,1,ANOMALY_DETECTED,Isolation Forest score: -0.024,159,-1,-160,-159.0,Feature importance analysis pending,N/A
Karnataka,Chamrajnagar,2026,1,NORMAL,No bottleneck indicators detected,-1,0,1,,Feature importance analysis pending,N/A
Karnataka,Chickmagalur,2026,1,NORMAL,No bottleneck indicators detected,32,-1,-33,-32.0,Feature importance analysis pending,N/A
Karnataka,Chikkaballapur,2026,1,ANOMALY_DETECTED,Isolation Forest score: -0.041,208,-1,-209,-208.0,Feature importance analysis pending,N/A
Karnataka,Chikkamagaluru,2026,1,NORMAL,No bottleneck indicators detected,52,0,-52,,Feature importance analysis pending,N/A
Karnataka,Chikmagalur,2026,1,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Karnataka,Chitradurga,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (17.69),283,16,-267,17.6875,Feature importance analysis pending,N/A
Karnataka,Dakshina Kannada,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (25.54),332,13,-319,25.53846153846154,Feature importance analysis pending,N/A
Karnataka,Davanagere,2026,1,NORMAL,No bottleneck indicators detected,-1,0,1,,Feature importance analysis pending,N/A
Karnataka,Davangere,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (15.93),223,14,-209,15.928571428571429,Feature importance analysis pending,N/A
Karnataka,Dharwad,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (11.89),214,18,-196,11.88888888888889,Feature importance analysis pending,N/A
Karnataka,Gadag,2026,1,NORMAL,No bottleneck indicators detected,102,-1,-103,-102.0,Feature importance analysis pending,N/A
Karnataka,Gulbarga,2026,1,ANOMALY_DETECTED,Isolation Forest score: -0.035,171,-1,-172,-171.0,Feature importance analysis pending,N/A
Karnataka,Hasan,2026,1,NORMAL,No bottleneck indicators detected,13,-1,-14,-13.0,Feature importance analysis pending,N/A
Karnataka,Hassan,2026,1,ANOMALY_DETECTED,Isolation Forest score: -0.037,160,-1,-161,-160.0,Feature importance analysis pending,N/A
Karnataka,Haveri,2026,1,ANOMALY_DETECTED,Isolation Forest score: -0.028,179,-1,-180,-179.0,Feature importance analysis pending,N/A
Karnataka,Kalaburagi,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (20.62),330,16,-314,20.625,Feature importance analysis pending,N/A
Karnataka,Kodagu,2026,1,NORMAL,No bottleneck indicators detected,62,-1,-63,-62.0,Feature importance analysis pending,N/A
Karnataka,Kolar,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (13.79),193,14,-179,13.785714285714286,Feature importance analysis pending,N/A
Karnataka,Koppal,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (23.25),279,12,-267,23.25,Feature importance analysis pending,N/A
Karnataka,Mandya,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (27.60),276,10,-266,27.6,Feature importance analysis pending,N/A
Karnataka,Mysuru,2026,1,ANOMALY_DETECTED,Isolation Forest score: -0.043,685,-1,-686,-685.0,Feature importance analysis pending,N/A
Karnataka,Raichur,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (41.80),418,10,-408,41.8,Feature importance analysis pending,N/A
Karnataka,Ramanagar,2026,1,ANOMALY_DETECTED,Isolation Forest score: -0.011,138,-1,-139,-138.0,Feature importance analysis pending,N/A
Karnataka,Ramanagara,2025,27,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Karnataka,Shimoga,2026,1,NORMAL,No bottleneck indicators detected,46,-1,-47,-46.0,Feature importance analysis pending,N/A
Karnataka,Shivamogga,2026,1,ANOMALY_DETECTED,Isolation Forest score: -0.004,132,-1,-133,-132.0,Feature importance analysis pending,N/A
Karnataka,Tumakuru,2026,1,ANOMALY_DETECTED,Isolation Forest score: -0.030,197,-1,-198,-197.0,Feature importance analysis pending,N/A
Karnataka,Tumkur,2026,1,ANOMALY_DETECTED,Isolation Forest score: -0.010,133,-1,-134,-133.0,Feature importance analysis pending,N/A
Karnataka,Udupi,2026,1,ANOMALY_DETECTED,Isolation Forest score: -0.048,216,-1,-217,-216.0,Feature importance analysis pending,N/A
Karnataka,Uttara Kannada,2026,1,ANOMALY_DETECTED,Isolation Forest score: -0.035,208,-1,-209,-208.0,Feature importance analysis pending,N/A
Karnataka,Vijayanagara,2026,1,NORMAL,No bottleneck indicators detected,25,-1,-26,-25.0,Feature importance analysis pending,N/A
Karnataka,Vijayapura,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (36.60),366,10,-356,36.6,Feature importance analysis pending,N/A
Karnataka,Yadgir,2026,1,ANOMALY_DETECTED,Isolation Forest score: -0.057,277,-1,-278,-277.0,Feature importance analysis pending,N/A
Karnataka,yadgir,2026,1,NORMAL,No bottleneck indicators detected,-1,0,1,,Feature importance analysis pending,N/A
Kerala,Alappuzha,2026,1,ANOMALY_DETECTED,Isolation Forest score: -0.049,602,-1,-603,-602.0,Feature importance analysis pending,N/A
Kerala,Ernakulam,2026,1,ANOMALY_DETECTED,Isolation Forest score: -0.053,472,-1,-473,-472.0,Feature importance analysis pending,N/A
Kerala,Idukki,2026,1,ANOMALY_DETECTED,Isolation Forest score: -0.029,182,-1,-183,-182.0,Feature importance analysis pending,N/A
Kerala,Kannur,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (21.85),437,20,-417,21.85,Feature importance analysis pending,N/A
Kerala,Kasaragod,2026,1,ANOMALY_DETECTED,Isolation Forest score: -0.050,231,-1,-232,-231.0,Feature importance analysis pending,N/A
Kerala,Kasargod,2026,1,NORMAL,No bottleneck indicators detected,-1,0,1,,Feature importance analysis pending,N/A
Kerala,Kollam,2026,1,ANOMALY_DETECTED,Isolation Forest score: -0.063,378,-1,-379,-378.0,Feature importance analysis pending,N/A
Kerala,Kottayam,2026,1,ANOMALY_DETECTED,Isolation Forest score: -0.049,408,-1,-409,-408.0,Feature importance analysis pending,N/A
Kerala,Kozhikode,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (25.06),426,17,-409,25.058823529411764,Feature importance analysis pending,N/A
Kerala,Malappuram,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (20.72),601,29,-572,20.724137931034484,Feature importance analysis pending,N/A
Kerala,Palakkad,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (39.27),432,11,-421,39.27272727272727,Feature importance analysis pending,N/A
Kerala,Pathanamthitta,2026,1,ANOMALY_DETECTED,Isolation Forest score: -0.044,228,-1,-229,-228.0,Feature importance analysis pending,N/A
Kerala,Thiruvananthapuram,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (22.16),554,25,-529,22.16,Feature importance analysis pending,N/A
Kerala,Thrissur,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (20.29),426,21,-405,20.285714285714285,Feature importance analysis pending,N/A
Kerala,Wayanad,2026,1,NORMAL,No bottleneck indicators detected,102,-1,-103,-102.0,Feature importance analysis pending,N/A
Ladakh,Kargil,2026,1,NORMAL,No bottleneck indicators detected,-1,-1,0,1.0,Feature importance analysis pending,N/A
Ladakh,Leh,2026,1,NORMAL,No bottleneck indicators detected,12,0,-12,,Feature importance analysis pending,N/A
Lakshadweep,Lakshadweep,2026,1,NORMAL,No bottleneck indicators detected,13,-1,-14,-13.0,Feature importance analysis pending,N/A
Madanapalle,Kadiri Road,2025,52,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Madhya Pradesh,Agar Malwa,2026,1,NORMAL,No bottleneck indicators detected,18,-1,-19,-18.0,Feature importance analysis pending,N/A
Madhya Pradesh,Alirajpur,2026,1,CAPACITY_STRAIN,High child saturation (0.57); Bio updates declining week-over-week,149,-1,-150,-149.0,Feature importance analysis pending,N/A
Madhya Pradesh,Anuppur,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (8.60),86,10,-76,8.6,Feature importance analysis pending,N/A
Madhya Pradesh,Ashok Nagar,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (11.90),119,10,-109,11.9,Feature importance analysis pending,N/A
Madhya Pradesh,Ashoknagar,2025,27,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Madhya Pradesh,Balaghat,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (28.00),364,13,-351,28.0,Feature importance analysis pending,N/A
Madhya Pradesh,Barwani,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (8.76),149,17,-132,8.764705882352942,Feature importance analysis pending,N/A
Madhya Pradesh,Betul,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (28.07),393,14,-379,28.071428571428573,Feature importance analysis pending,N/A
Madhya Pradesh,Bhind,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (23.00),299,13,-286,23.0,Feature importance analysis pending,N/A
Madhya Pradesh,Bhopal,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (14.40),360,25,-335,14.4,Feature importance analysis pending,N/A
Madhya Pradesh,Burhanpur,2026,1,NORMAL,No bottleneck indicators detected,96,-1,-97,-96.0,Feature importance analysis pending,N/A
Madhya Pradesh,Chhatarpur,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (30.46),396,13,-383,30.46153846153846,Feature importance analysis pending,N/A
Madhya Pradesh,Chhindwara,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (30.40),304,10,-294,30.4,Feature importance analysis pending,N/A
Madhya Pradesh,Damoh,2026,1,NORMAL,No bottleneck indicators detected,96,-1,-97,-96.0,Feature importance analysis pending,N/A
Madhya Pradesh,Datia,2026,1,ANOMALY_DETECTED,Isolation Forest score: -0.003,107,-1,-108,-107.0,Feature importance analysis pending,N/A
Madhya Pradesh,Dewas,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (14.20),213,15,-198,14.2,Feature importance analysis pending,N/A
Madhya Pradesh,Dhar,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (8.57),197,23,-174,8.565217391304348,Feature importance analysis pending,N/A
Madhya Pradesh,Dindori,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (8.80),88,10,-78,8.8,Feature importance analysis pending,N/A
Madhya Pradesh,East Nimar,2026,1,NORMAL,No bottleneck indicators detected,43,-1,-44,-43.0,Feature importance analysis pending,N/A
Madhya Pradesh,Guna,2026,1,ANOMALY_DETECTED,Isolation Forest score: -0.050,162,-1,-163,-162.0,Feature importance analysis pending,N/A
Madhya Pradesh,Gwalior,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (11.54),323,28,-295,11.535714285714286,Feature importance analysis pending,N/A
Madhya Pradesh,Harda,2026,1,NORMAL,No bottleneck indicators detected,40,0,-40,,Feature importance analysis pending,N/A
Madhya Pradesh,Hoshangabad,2026,1,ANOMALY_DETECTED,Isolation Forest score: -0.030,145,-1,-146,-145.0,Feature importance analysis pending,N/A
Madhya Pradesh,Indore,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (9.00),495,55,-440,9.0,Feature importance analysis pending,N/A
Madhya Pradesh,Jabalpur,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (23.86),334,14,-320,23.857142857142858,Feature importance analysis pending,N/A
Madhya Pradesh,Jhabua,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (12.77),166,13,-153,12.76923076923077,Feature importance analysis pending,N/A
Madhya Pradesh,Katni,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (28.19),451,16,-435,28.1875,Feature importance analysis pending,N/A
Madhya Pradesh,Khandwa,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (12.70),127,10,-117,12.7,Feature importance analysis pending,N/A
Madhya Pradesh,Khargone,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (12.15),158,13,-145,12.153846153846152,Feature importance analysis pending,N/A
Madhya Pradesh,Maihar,2026,1,NORMAL,No bottleneck indicators detected,-1,-1,0,1.0,Feature importance analysis pending,N/A
Madhya Pradesh,Mandla,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (7.78),140,18,-122,7.777777777777778,Feature importance analysis pending,N/A
Madhya Pradesh,Mandsaur,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (15.42),185,12,-173,15.416666666666666,Feature importance analysis pending,N/A
Madhya Pradesh,Mauganj,2026,1,NORMAL,No bottleneck indicators detected,-1,0,1,,Feature importance analysis pending,N/A
Madhya Pradesh,Morena,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (9.44),236,25,-211,9.44,Feature importance analysis pending,N/A
Madhya Pradesh,Narmadapuram,2026,1,NORMAL,No bottleneck indicators detected,-1,-1,0,1.0,Feature importance analysis pending,N/A
Madhya Pradesh,Narsimhapur,2026,1,NORMAL,No bottleneck indicators detected,19,0,-19,,Feature importance analysis pending,N/A
Madhya Pradesh,Narsinghpur,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (8.60),129,15,-114,8.6,Feature importance analysis pending,N/A
Madhya Pradesh,Neemuch,2026,1,ANOMALY_DETECTED,Isolation Forest score: -0.034,146,-1,-147,-146.0,Feature importance analysis pending,N/A
Madhya Pradesh,Niwari,2026,1,CAPACITY_STRAIN,High child saturation (1.00); Bio updates declining week-over-week,-1,0,1,,Feature importance analysis pending,N/A
Madhya Pradesh,Pandhurna,2026,1,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Madhya Pradesh,Panna,2026,1,ANOMALY_DETECTED,Isolation Forest score: -0.037,134,-1,-135,-134.0,Feature importance analysis pending,N/A
Madhya Pradesh,Raisen,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (12.62),164,13,-151,12.615384615384617,Feature importance analysis pending,N/A
Madhya Pradesh,Rajgarh,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (11.59),197,17,-180,11.588235294117649,Feature importance analysis pending,N/A
Madhya Pradesh,Ratlam,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (49.88),798,16,-782,49.875,Feature importance analysis pending,N/A
Madhya Pradesh,Rewa,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (12.35),420,34,-386,12.352941176470589,Feature importance analysis pending,N/A
Madhya Pradesh,Sagar,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (9.21),304,33,-271,9.212121212121213,Feature importance analysis pending,N/A
Madhya Pradesh,Satna,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (11.76),435,37,-398,11.756756756756756,Feature importance analysis pending,N/A
Madhya Pradesh,Sehore,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (18.38),239,13,-226,18.384615384615383,Feature importance analysis pending,N/A
Madhya Pradesh,Seoni,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (9.13),137,15,-122,9.133333333333333,Feature importance analysis pending,N/A
Madhya Pradesh,Shahdol,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (14.06),225,16,-209,14.0625,Feature importance analysis pending,N/A
Madhya Pradesh,Shajapur,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (6.10),128,21,-107,6.095238095238095,Feature importance analysis pending,N/A
Madhya Pradesh,Sheopur,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (5.83),105,18,-87,5.833333333333333,Feature importance analysis pending,N/A
Madhya Pradesh,Shivpuri,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (4.89),132,27,-105,4.888888888888889,Feature importance analysis pending,N/A
